RCM-1	SW837	SW1463	SNU-61	CaR-1	SNU-283	ECC4
FLNC	8.95847131132873	8.47954044789113	8.10480930060882	7.35727355996576	9.51175256228632	8.1691870169712	7.52065709634031
CREB3L1	7.03890267381748	8.79468922188285	8.34376621657272	9.24251461884956	6.85169547525973	7.78256847659974	9.04136652558004
DIRAS1	4.67501889007712	6.15748174948893	6.76088966228891	5.87485618537164	6.02930594297473	5.02484295735131	6.31700748261282
PPARG	10.9653661725116	9.47995105818812	11.2979419042412	10.82569502268	9.82936668660789	11.3471187048767	6.3070135570412
FGF13	9.38994293149052	4.46164742085908	4.51552377439665	3.52721835730914	5.13053190098934	3.58439025181347	7.73958134062121
CSDC2	6.08673819904713	6.33966741328613	5.91963870363296	5.41760503440801	5.65072011717099	5.94337222750337	6.0218016378483
INMT	2.69928191932018	5.07431803372743	2.94869657484699	3.66478215723458	3.36350642149927	4.207382338095	4.38033198443678
KIAA1324	6.77468786830914	6.55047837100822	9.71567540291394	6.6951800319418	6.56215151222971	11.4290506925359	10.4702180986512
SRPX	7.29804169155603	8.5647514111542	6.15456246265005	6.87174669132892	9.17556954686141	7.44486551829957	8.2844468569796
BAALC	8.08023622064364	6.11592738075184	4.06521425803638	5.38774457524753	5.3152374316681	2.97655053211156	11.0561265935037
PLAC8	10.3720441420349	11.6951376621549	9.61323912999901	10.7882576333995	10.2240727056445	10.1138783727143	10.4867413729339
CORO2B	5.07046231090373	3.89192019412172	3.18008460427233	3.92102406322356	2.31524369865666	5.01692404817145	2.45272438288132
NELL2	7.23544615856747	9.55010582465153	3.82722090596263	5.6563639649255	6.11981437033995	5.23264968301575	5.63855416654339
CA12	8.31933262879273	7.69125062176756	10.5941965753821	10.9211648221031	6.31929627730652	11.8426274602202	6.51772617298705
NPTXR	7.54646684830656	7.40567103284552	8.08467967701854	8.14439279654011	7.58665248220268	7.68907302493094	8.3273459310674
ADCY2	4.85169868131484	1.22840599847149	3.95592224571376	1.05184236471146	3.34463949824523	6.80446588291819	4.56998570509629
SMOC1	4.01496845534646	1.57868604894554	4.43817161365053	1.12721472878644	8.97494371606931	3.86786641021137	10.7779051412055
PIP5K1B	9.94617315208634	5.35411623474943	9.6972638937185	10.3547518992512	3.27895532462964	10.092453768748	8.61481069646083
FAM107A	5.89584100171455	6.10132546264822	5.22640096791468	5.40806151255812	3.40797314805672	7.68250401286541	5.18760176506115
IQGAP2	8.59679724825427	8.57560681426213	9.80611474817172	8.31933262879273	6.48183643432548	10.3521499550682	8.36058676933573
THBS1	6.38081605212906	11.2762463751434	8.20918516713283	10.9452382651881	13.8681697950993	11.5363846817712	8.64393861520753
MMP11	5.29567527776664	6.37366559518497	5.51399802473928	5.87176395275758	5.30051615408732	5.65180815497549	7.36698739916854
GFPT2	2.88207470536361	6.20686632162742	5.03393419863703	4.77237354729726	7.10360032670241	1.36084223467371	6.41607691664564
RARRES1	4.82579760399005	11.500698143735	9.95075168077974	11.5071089278425	12.8008496727171	8.86480102501736	2.16113673753274
PITX1	8.93802813220685	8.75368297011394	8.96974459433589	8.74483647344968	8.16043930135963	8.52568025761199	6.63680091268252
THBS4	4.40111935745875	5.92687511619559	3.10634886752474	3.99422664648988	3.45032866267936	7.09687842191732	4.35396194247735
