Alteration	HCT116_LARGE_INTESTINE	HT29_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	KM12_LARGE_INTESTINE	CCK81_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	LS513_LARGE_INTESTINE	SW837_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	NCIH716_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	CL11_LARGE_INTESTINE	COLO678_LARGE_INTESTINE	CL34_LARGE_INTESTINE	SW1116_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE	LS123_LARGE_INTESTINE	SW403_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	SW1417_LARGE_INTESTINE	SW948_LARGE_INTESTINE	NCIH747_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE	LS180_LARGE_INTESTINE	NCIH508_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	LOVO_LARGE_INTESTINE	SW620_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	T84_LARGE_INTESTINE	SW480_LARGE_INTESTINE	COLO205_LARGE_INTESTINE	C2BBE1_LARGE_INTESTINE	SNUC1_LARGE_INTESTINE	SNUC2A_LARGE_INTESTINE	RKO_LARGE_INTESTINE	HRT18_LARGE_INTESTINE	GP2D_LARGE_INTESTINE	SW48_LARGE_INTESTINE	OUMS23_LARGE_INTESTINE	SNU503_LARGE_INTESTINE	SNU175_LARGE_INTESTINE	SNU81_LARGE_INTESTINE	SNU407_LARGE_INTESTINE	CW2_LARGE_INTESTINE	SNUC4_LARGE_INTESTINE	SNU283_LARGE_INTESTINE	SNUC5_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	SNU1040_LARGE_INTESTINE	HT55_LARGE_INTESTINE	MDST8_LARGE_INTESTINE	HT115_LARGE_INTESTINE	CL14_LARGE_INTESTINE	CL40_LARGE_INTESTINE
CCNA2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
BBS7	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
TRPC3	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
KIAA1109	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
ADAD1	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
IL2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
IL21	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
BBS12	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
CETN4P	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
FGF2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
NUDT6	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
SPATA5	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
SPRY1	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
LOC285419	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
ANKRD50	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
FAT4	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
MIR2054	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
hsa-mir-2054	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
INTU	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
SLC25A31	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
HSPA4L	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
PLK4	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
MFSD8	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
C4orf29	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
LARP1B	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-2	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	1	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
PGRMC2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	2	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
PHF17	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
SCLT1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	-2	-1	0
C4orf33	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
PCDH10	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
PABPC4L	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
PCDH18	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
LOC641365	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
LOC641364	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
SLC7A11	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
CCRN4L	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
ELF2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
C4orf49	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
NAA15	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	-2	0	0	0	0	-1	-1	0	0	-2	0	0	-1	-2	-1	0	-1	-1	0	-2	0
NDUFC1	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
RAB33B	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-2	0
SETD7	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
MGST2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
MAML3	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
LOC100129858	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
SCOC	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
CLGN	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
ELMOD2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
UCP1	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
TBC1D9	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
RNF150	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
ZNF330	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
IL15	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
INPP4B	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
USP38	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
GAB1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
hsa-mir-3139	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
FREM3	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
GUSBP5	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
SMARCA5	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
GYPE	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	-2	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
GYPB	0	0	0	0	1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	-2	0	0	0	-1	-1	0	0	1	0	0	-1	1	-1	0	-1	-1	0	-1	0
GYPA	0	0	0	0	-1	0	0	0	-1	-1	0	0	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	1	-1	0	-1	-1	0	-1	0
HHIP	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
LOC646576	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
ANAPC10	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
ABCE1	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
OTUD4	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
SMAD1	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
C4orf51	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
MMAA	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
ZNF827	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
LOC100505545	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
LSM6	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
SLC10A7	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
POU4F2	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
TTC29	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
hsa-mir-548g	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
EDNRA	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
TMEM184C	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
PRMT10	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
ARHGAP10	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
MIR4799	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
NR3C2	0	-1	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
DCLK2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
LRBA	0	0	0	1	-1	1	1	1	0	-1	1	0	1	1	1	0	-1	1	-1	-1	-1	-1	-1	-1	1	2	-1	0	1	1	2	-1	-1	1	0	0	-1	0	1	1	0	1	-1	-1	1	0	1	1	1	-1	1	-1	1	-1	-1	1	-1	1
MAB21L2	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	-1	0	-1	0
