Alteration	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM	D283MED_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	NMCG1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	X42MGBA_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	X1321N1_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	X8MGBA_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	SNB19_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	U118MG_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	A172_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	KNS81_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	SNU626_CENTRAL_NERVOUS_SYSTEM	SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	KG1C_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	U138MG_CENTRAL_NERVOUS_SYSTEM
ACTRT2	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	-1	0	-1	-2	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
FLJ42875	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	-1	0	-1	-2	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
PRDM16	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	-1	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
MIR4251	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	-1	0	-1	-2	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
hsa-mir-4251	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	-1	0	-1	-2	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
ARHGEF16	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
MEGF6	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
MIR551A	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
hsa-mir-551a	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
TPRG1L	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
WRAP73	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
TP73	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
TP73-AS1	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
CCDC27	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
LOC388588	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
LRRC47	0	0	-2	0	0	-2	0	-1	0	1	0	1	-2	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
CEP104	0	0	-2	0	0	-2	0	-1	0	1	0	1	0	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
DFFB	0	0	-2	0	0	-2	0	-1	0	1	0	1	0	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
C1orf174	0	0	-2	0	0	-2	0	-1	0	1	0	1	0	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
LOC100133612	0	0	-2	0	0	-2	0	-1	0	1	0	1	0	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
LOC728716	0	0	-2	0	0	-2	0	-1	0	1	0	1	0	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	0	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
LOC284661	0	0	-2	0	0	-2	0	-1	0	1	0	1	0	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
AJAP1	0	0	-2	0	0	-2	0	-1	0	1	0	1	0	-1	-2	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-2	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
MIR4417	0	0	-2	0	0	0	-1	-1	0	1	0	1	0	-1	-1	0	0	1	0	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
MIR4689	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
NPHP4	0	0	-2	0	0	-2	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
KCNAB2	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
CHD5	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
RPL22	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	0	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
RNF207	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
ICMT	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
GPR153	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
HES3	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
ACOT7	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	-1	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
ESPN	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
HES2	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
MIR4252	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
hsa-mir-4252	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
PLEKHG5	0	0	-1	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
TNFRSF25	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
NOL9	0	0	-1	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
TAS1R1	0	0	-1	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
ZBTB48	0	0	-1	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
KLHL21	0	0	-1	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
PHF13	0	0	-1	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
THAP3	0	0	-1	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	0	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
DNAJC11	0	0	-1	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
CAMTA1	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	1	-1	-1	-1	-1	0
PER3	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
VAMP3	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
UTS2	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
TNFRSF9	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
PARK7	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
ERRFI1	0	0	-2	0	0	0	-1	-1	0	1	0	-1	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
SLC45A1	0	0	-2	0	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
RERE	0	0	-2	0	0	0	-1	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
ENO1	0	0	-2	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
ENO1-AS1	0	0	-2	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
CA6	0	0	-2	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
SLC2A7	0	0	-2	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
SLC2A5	0	0	-2	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
GPR157	0	0	-2	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
MIR34A	0	0	-2	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
hsa-mir-34a	0	0	-2	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
H6PD	0	0	-2	0	0	-2	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
SPSB1	0	0	-1	0	0	-2	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	1	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	0	-1	-1	0
SLC25A33	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
TMEM201	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
C1orf200	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	0	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
PIK3CD	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
CLSTN1	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
CTNNBIP1	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
LZIC	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
NMNAT1	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
RBP7	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	0	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	-2	-1	-1	-1	-1	0
UBE4B	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	0	-1	-1	-1	-1	0
KIF1B	1	0	1	0	0	0	0	-1	0	1	0	1	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	1	-1	-1	-1	-1	0
hsa-mir-1273d	0	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	1	-1	-1	-1	-1	0
PGD	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	1	-1	-1	-1	-1	0
APITD1	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	1	-1	-1	-1	-1	0
APITD1-CORT	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	1	-1	-1	-1	-1	0
CORT	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	1	-1	-1	-1	-1	0
DFFA	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-2	-1	1	1	-1	-1	-1	-1	0
PEX14	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
CASZ1	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
C1orf127	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
MASP2	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
TARDBP	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
SRM	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	-1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
EXOSC10	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
MTOR	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
ANGPTL7	1	0	1	0	0	0	0	-1	0	1	0	0	0	-1	-1	0	0	1	-1	1	1	0	-1	1	0	-2	0	0	0	0	-1	0	0	0	-1	1	0	-1	1	-1	1	1	-1	1	0	1	-1	-1	1	1	-1	-1	-1	-1	0
