Alteration	A2780_OVARY	OVCAR4_OVARY	CAOV3_OVARY	TOV112D_OVARY	HS571T_OVARY	IGROV1_OVARY	OVCAR8_OVARY	TOV21G_OVARY	RMUGS_OVARY	COV362_OVARY	SKOV3_OVARY	SNU8_OVARY	OELE_OVARY	ONCODG1_OVARY	ES2_OVARY	OVKATE_OVARY	OVISE_OVARY	OVMANA_OVARY	NIHOVCAR3_OVARY	OV56_OVARY	JHOS4_OVARY	COV504_OVARY	COV318_OVARY	JHOS2_OVARY	COLO704_OVARY	MCAS_OVARY	FUOV1_OVARY	OVTOKO_OVARY	OV90_OVARY	HEYA8_OVARY	TYKNU_OVARY	EFO21_OVARY	RMGI_OVARY	EFO27_OVARY	OVSAHO_OVARY	KURAMOCHI_OVARY	CAOV4_OVARY	OAW42_OVARY	OV7_OVARY	COV434_OVARY	59M_OVARY	COV644_OVARY	OC316_OVARY	OC314_OVARY	JHOC5_OVARY	JHOM1_OVARY	SNU119_OVARY	SNU840_OVARY	OVK18_OVARY	JHOM2B_OVARY	OAW28_OVARY
DFFB	0	-1	-1	0	0	0	0	0	0	1	-1	1	0	2	-1	0	-1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	0	-1
C1orf174	0	-1	-1	0	0	0	0	0	0	1	-1	1	0	2	-1	0	-1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	0	-1
LOC100133612	0	-1	-1	0	0	0	0	0	0	1	-1	1	0	2	-1	0	-1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	0	-1
LOC728716	0	-1	-1	0	0	0	0	0	0	1	-1	1	0	2	-1	0	-1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	0	-1
LOC284661	0	-1	-1	0	0	0	0	0	0	1	-1	1	0	2	-1	0	-1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	0	-1
AJAP1	0	0	-1	0	0	0	0	0	0	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	0	-1
MIR4417	0	0	-1	0	0	0	0	0	0	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
MIR4689	0	0	-1	0	0	0	0	0	0	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
NPHP4	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	0	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
KCNAB2	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
CHD5	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
RPL22	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
RNF207	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
ICMT	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
GPR153	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
HES3	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
ACOT7	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
ESPN	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
HES2	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
MIR4252	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
hsa-mir-4252	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
PLEKHG5	0	0	2	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
TNFRSF25	0	0	1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
NOL9	0	0	2	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
TAS1R1	0	0	2	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
ZBTB48	0	0	2	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
KLHL21	0	0	2	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
PHF13	0	0	2	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
THAP3	0	0	2	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	0	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
DNAJC11	0	0	2	0	0	0	0	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
CAMTA1	0	0	-1	0	0	0	0	0	-1	1	0	1	0	2	-1	0	0	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
PER3	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
VAMP3	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
UTS2	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
TNFRSF9	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
PARK7	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
ERRFI1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
SLC45A1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
RERE	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	1	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
ENO1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
ENO1-AS1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
CA6	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
SLC2A7	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
SLC2A5	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
GPR157	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
MIR34A	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
hsa-mir-34a	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
H6PD	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
SPSB1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
SLC25A33	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
TMEM201	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
C1orf200	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
PIK3CD	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	2	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
CLSTN1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	1	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	-1	0	1	0	0	1	-1
CTNNBIP1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
LZIC	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
NMNAT1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
RBP7	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
UBE4B	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	1	0	1	0	0	1	-1
KIF1B	0	1	-1	0	1	0	-1	0	-1	1	0	1	0	2	-1	0	1	0	2	-1	0	0	1	2	0	-1	0	1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
hsa-mir-1273d	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
PGD	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
APITD1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
APITD1-CORT	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
CORT	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
DFFA	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
PEX14	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
CASZ1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
C1orf127	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
MASP2	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
TARDBP	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
SRM	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
EXOSC10	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
MTOR	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
ANGPTL7	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
UBIAD1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
PTCHD2	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
FBXO2	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
FBXO44	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
C1orf187	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
FBXO6	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
MAD2L2	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
AGTRAP	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
MTHFR	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
CLCN6	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
NPPA	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
NPPA-AS1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
NPPB	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	2	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
KIAA2013	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
PLOD1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
MFN2	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
MIIP	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
TNFRSF8	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
TNFRSF1B	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
MIR4632	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
VPS13D	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
SNORA59A	0	-1	-1	1	1	0	-1	0	-1	-1	-1	-1	0	2	-1	-1	-1	-1	2	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	1	0	-2	0	1	0	1	-1	-1	0	0	-1	0	0	-1	1	0	-1	0	-1	-1
SNORA59B	0	-1	-1	1	1	0	-1	0	-1	-1	-1	-1	0	2	-1	-1	-1	-1	2	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	1	0	-2	0	1	0	1	-1	-1	0	0	-1	0	0	-1	1	0	-1	0	-1	-1
DHRS3	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
AADACL4	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
AADACL3	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
C1orf158	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
PRAMEF12	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-1	0	2	-1	0	0	1	-1	0	-1	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	0	0	1	0	0	1	-1
PRAMEF1	0	0	-1	0	0	0	-1	0	-1	1	0	1	0	2	-1	0	-2	0	2	-1	0	0	1	-2	0	-2	0	-1	0	-1	-2	0	0	-1	1	1	1	-1	0	0	1	-1	0	0	0	-2	-1	0	0	-1	-1
PRAMEF11	0	0	0	0	0	0	-1	0	-1	1	0	1	0	2	1	0	-2	0	2	-1	0	0	1	-2	0	-2	0	-1	0	-1	-2	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	1	-1	-1	0	0	-1	-1
HNRNPCL1	0	1	0	0	0	0	-1	0	-1	1	0	1	0	2	1	2	-2	0	2	-1	0	0	1	-2	0	-2	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	1	1	-1	0	0	-1	-1
LOC649330	0	1	0	0	0	0	-1	0	-1	1	0	1	0	2	1	2	-2	0	2	-1	0	0	1	-2	0	-2	0	-1	0	-1	1	0	1	-1	1	1	1	-1	0	0	1	-1	0	0	1	1	-1	0	0	-1	-1
PRAMEF2	0	2	0	0	0	0	-1	0	-1	1	0	1	0	2	1	2	-2	0	2	-1	0	0	1	-2	0	-2	0	-1	0	-1	1	0	1	-1	2	1	1	-1	0	0	1	-1	0	0	1	1	-1	0	2	-1	-1
PRAMEF10	0	2	0	0	0	0	-1	0	-1	1	0	1	0	2	1	2	-2	0	2	-1	0	0	1	-1	0	0	0	-1	0	-1	1	0	1	-1	2	1	1	-1	0	0	1	-1	0	0	1	1	-1	0	1	-1	-1
PRAMEF4	0	2	0	0	0	0	-1	0	-1	1	0	1	0	2	1	2	-2	0	2	-1	0	0	1	-1	0	0	0	-1	0	-1	1	0	1	-1	2	1	1	-1	0	0	1	-1	0	0	1	1	-1	0	1	-1	-1
